GeneID	Length	SRR12082751_P1.bam	SRR12082752_P.bam	SRR12082753_c.bam	SRR12082754_c.bam
ENSG00000187678	5930	6777	4656	2500	535
ENSG00000281881	703	89	43	71	24
ENSG00000277968	91	0	0	0	0
ENSG00000274721	121	0	0	0	0
ENSG00000231185	1811	67	103	22	4
ENSG00000280643	91	0	0	0	0
ENSG00000225147	377	0	0	0	0
ENSG00000113578	5275	29	17	109	36
ENSG00000261757	1640	7	8	1	0
ENSG00000236714	2237	4	2	0	0
ENSG00000145819	13347	1327	965	948	273
ENSG00000226272	990	0	0	0	0
ENSG00000230789	388	1	0	1	0
ENSG00000113580	9172	3838	9126	3062	893
ENSG00000231579	635	26	17	12	4
ENSG00000279679	256	0	1	0	0
ENSG00000279130	462	2	2	0	0
ENSG00000249429	560	0	0	0	0
ENSG00000253023	74	0	0	0	0
ENSG00000251205	525	0	0	0	1
ENSG00000249881	825	2	0	0	0
ENSG00000266478	112	0	0	0	0
ENSG00000225869	615	0	0	2	0
ENSG00000158497	384	0	3	0	0
ENSG00000239390	288	0	0	2	0
ENSG00000145817	3701	2943	5917	2070	632
ENSG00000183775	14294	3	5	1	1
ENSG00000249605	469	0	0	0	0
ENSG00000250972	273	0	0	0	0
ENSG00000213488	513	0	0	0	0
ENSG00000201423	317	0	0	0	0
ENSG00000281461	145	0	0	0	0
ENSG00000249229	1115	0	0	0	0
ENSG00000221467	85	0	0	0	0
ENSG00000251031	493	0	0	0	0
ENSG00000215325	1244	1	0	0	0
ENSG00000250842	530	0	2	4	0
ENSG00000248125	1099	1	1	2	1
ENSG00000186314	5375	458	616	395	103
ENSG00000249363	876	0	0	0	0
ENSG00000204928	747	0	0	0	0
ENSG00000156463	7232	795	570	432	128
ENSG00000248493	786	7	0	0	2
ENSG00000173261	656	3	1	3	0
ENSG00000251556	439	1	0	1	2
ENSG00000133706	8118	4667	5521	6963	1584
ENSG00000239602	321	2	4	2	3
ENSG00000239317	238	0	0	0	0
ENSG00000275740	3311	11	10	13	6
ENSG00000091009	6578	290	404	207	86
ENSG00000238374	63	0	0	0	0
ENSG00000250025	874	1	0	0	0
ENSG00000091010	1182	2	2	0	0
ENSG00000271724	512	0	0	0	0
ENSG00000248842	312	0	0	0	0
ENSG00000113649	8714	3009	2156	3511	951
ENSG00000277568	156	1	0	2	0
ENSG00000173250	3088	3	3	0	0
ENSG00000250407	691	0	0	0	0
ENSG00000156475	13206	0	0	0	0
ENSG00000241291	295	0	0	0	0
ENSG00000248568	1220	6	5	0	0
ENSG00000265875	70	0	0	0	0
ENSG00000249553	447	0	0	0	0
ENSG00000250343	863	1	3	0	0
ENSG00000169302	7776	68	93	3	0
ENSG00000113657	7164	40	29	10	0
ENSG00000272239	237	0	0	0	0
ENSG00000280780	2106	1	0	0	0
ENSG00000176049	9275	24	270	0	0
ENSG00000164266	1480	3	0	2	0
ENSG00000249518	1016	0	0	0	0
ENSG00000164265	1075	0	0	0	0
ENSG00000178776	1232	0	0	0	0
ENSG00000248362	793	0	0	0	0
ENSG00000251320	593	0	0	0	0
ENSG00000250346	1243	0	0	0	0
ENSG00000133710	4381	21	75	0	0
ENSG00000196800	294	0	1	0	0
ENSG00000178172	733	0	2	0	0
ENSG00000249503	283	0	0	0	0
ENSG00000248109	226	0	0	0	0
ENSG00000214510	1174	7	15	3	0
ENSG00000247199	2033	1	9	2	3
ENSG00000249834	581	0	2	0	2
ENSG00000145879	1545	0	0	0	0
ENSG00000204909	841	0	0	0	0
ENSG00000145868	8722	1512	2063	950	167
ENSG00000274799	282	1	3	3	1
ENSG00000251330	514	2	0	1	0
ENSG00000164270	7045	0	1	0	0
ENSG00000253297	1704	0	0	0	0
ENSG00000169252	3443	1453	985	1839	412
ENSG00000169247	15047	409	305	280	96
ENSG00000272411	314	1	3	0	3
ENSG00000251842	103	0	0	0	1
ENSG00000207714	111	2	0	0	0
ENSG00000250072	4313	35	7	28	8
ENSG00000200161	303	0	0	0	0
ENSG00000173210	7225	947	954	2004	508
ENSG00000248647	738	0	0	2	0
ENSG00000253406	4533	0	4	10	3
ENSG00000157510	4721	666	663	2474	757
ENSG00000164284	4419	1365	1286	1352	196
ENSG00000253618	401	7	9	4	0
ENSG00000145882	6069	533	1388	145	66
ENSG00000127743	1211	0	1	5	0
ENSG00000253865	588	2	1	4	0
ENSG00000249669	15910	0	0	0	0
ENSG00000275871	422	0	0	0	0
ENSG00000208035	106	0	0	0	0
ENSG00000269936	2549	0	0	0	0
ENSG00000276365	88	0	0	0	0
ENSG00000113712	7745	5632	6962	3982	1009
ENSG00000230551	8636	186	109	259	63
ENSG00000241112	428	9	2	1	1
ENSG00000183111	5324	37	114	8	4
ENSG00000221135	142	0	0	0	0
ENSG00000222213	105	0	0	0	0
ENSG00000221043	212	0	0	0	0
ENSG00000242928	303	0	0	0	0
ENSG00000155846	12889	161	282	424	85
ENSG00000199047	112	0	0	0	0
ENSG00000132915	7415	6	189	8	6
ENSG00000251583	655	8	15	5	3
ENSG00000200334	102	0	0	0	0
ENSG00000155850	8606	1064	11136	1830	379
ENSG00000164296	4640	125	158	120	25
ENSG00000113716	6263	2708	2564	2873	613
ENSG00000248696	370	3	4	2	0
ENSG00000241907	355	11	2	4	1
ENSG00000182578	5151	49	56	403	75
ENSG00000214485	747	843	1693	1504	561
ENSG00000199409	101	0	0	0	0
ENSG00000113721	7137	306	2252	71	27
ENSG00000113722	1758	0	0	0	0
ENSG00000011083	4391	4	0	0	1
ENSG00000070808	6150	1	0	1	0
ENSG00000273560	68	0	0	0	0
ENSG00000183876	3269	0	0	10	14
ENSG00000070814	11278	5261	3225	5383	1070
ENSG00000019582	3184	18	107	99	47
ENSG00000164587	4544	21640	27660	18525	8474
ENSG00000254333	368	0	4	6	1
ENSG00000070614	9529	1637	3249	2744	584
ENSG00000171992	10258	430	767	134	28
ENSG00000253852	617	0	0	0	0
ENSG00000164591	6037	2	0	0	1
ENSG00000250309	425	0	0	0	0
ENSG00000086589	3615	2085	1990	2149	486
ENSG00000132912	6417	3097	4185	1978	297
ENSG00000256235	2332	219	395	316	89
ENSG00000237693	2271	23	4	0	0
ENSG00000145908	4411	260	209	336	47
ENSG00000197083	3127	3	0	0	0
ENSG00000274235	766	0	0	0	0
ENSG00000277866	757	0	0	0	0
ENSG00000279109	69	0	0	0	0
ENSG00000211445	3163	1563	5674	1818	847
ENSG00000145901	5793	2434	3373	7646	2990
ENSG00000197043	5427	5166	11867	6461	2853
ENSG00000254298	248	6	2	6	1
ENSG00000198624	4993	421	1116	787	307
ENSG00000196743	4479	1080	2051	892	229
ENSG00000186334	4575	0	0	0	0
ENSG00000186335	4263	4	0	0	0
ENSG00000270904	355	0	0	0	0
ENSG00000253897	1176	0	0	0	0
ENSG00000252270	72	0	0	0	0
ENSG00000253472	638	0	0	0	0
ENSG00000271494	1376	0	0	0	0
ENSG00000123643	6980	692	620	750	85
ENSG00000200227	119	0	0	0	0
ENSG00000086570	14537	0	9	5	2
ENSG00000271795	3317	0	1	4	1
ENSG00000276622	62	0	0	0	0
ENSG00000260581	1567	0	0	0	0
ENSG00000113140	4831	1656	3045	40	22
ENSG00000249035	2191	1	0	0	0
ENSG00000222102	290	0	0	0	0
ENSG00000272112	526	4	0	1	0
ENSG00000177556	5239	2069	3053	3979	1741
ENSG00000253921	570	0	0	2	0
ENSG00000213433	520	5	3	5	2
ENSG00000275765	726	22	68	20	12
ENSG00000145907	12406	16403	15448	15691	3185
ENSG00000145888	2434	0	0	0	0
ENSG00000270978	1115	0	0	0	1
ENSG00000222308	127	1	0	0	0
ENSG00000254226	3745	1	0	0	0
ENSG00000132911	2345	1	0	0	0
ENSG00000242080	300	0	0	0	0
ENSG00000249484	3409	0	0	1	0
ENSG00000155511	7636	5	6	0	0
ENSG00000280480	123	0	0	0	0
ENSG00000242976	299	0	0	0	0
ENSG00000251183	537	0	0	0	0
ENSG00000261382	1765	0	0	0	0
ENSG00000055147	6543	506	1457	706	96
ENSG00000037749	4792	1267	1948	1018	107
ENSG00000251710	76	0	0	0	0
ENSG00000164574	10496	7367	11382	2613	577
ENSG00000245275	1972	99	168	57	11
ENSG00000253119	982	5	13	11	1
ENSG00000221070	95	0	2	0	0
ENSG00000221430	142	4	9	0	0
ENSG00000241963	298	6	27	0	3
ENSG00000164576	6755	719	671	613	272
ENSG00000113196	1738	0	22	10	3
ENSG00000254293	1865	1	0	0	0
ENSG00000253886	1168	4	0	1	0
ENSG00000253146	1133	6	0	3	0
ENSG00000264760	61	0	0	0	0
ENSG00000221552	86	0	0	0	0
ENSG00000274472	102	0	0	0	0
ENSG00000155506	8492	3618	3848	4473	1516
ENSG00000272197	307	3	0	0	0
ENSG00000241187	464	0	0	0	0
ENSG00000170271	7222	21	77	41	8
ENSG00000277039	316	0	0	2	1
ENSG00000263361	83	1	0	0	0
ENSG00000155508	3930	2505	5124	2549	822
ENSG00000082516	5637	2847	2691	2954	420
ENSG00000082515	5267	2584	2961	2522	928
ENSG00000253261	339	0	0	0	0
ENSG00000226650	4378	69	50	65	16
ENSG00000221131	87	0	0	0	0
ENSG00000253646	851	0	0	0	0
ENSG00000271477	649	0	0	0	0
ENSG00000270442	2263	1	0	0	1
ENSG00000200275	92	0	0	0	0
ENSG00000280546	59	0	0	0	0
ENSG00000170624	10584	2	2	0	0
ENSG00000253370	110	0	0	0	0
ENSG00000279646	228	0	0	0	0
ENSG00000254163	460	0	0	0	0
ENSG00000199468	105	0	0	0	0
ENSG00000231989	612	8	13	12	2
ENSG00000145850	1555	0	0	0	0
ENSG00000270560	592	0	1	0	0
ENSG00000113249	2151	2	0	0	0
ENSG00000135077	3804	3	9	4	1
ENSG00000254246	275	0	0	0	0
ENSG00000155868	2913	839	1284	808	264
ENSG00000113263	8604	0	0	5	1
ENSG00000170613	2515	0	0	0	0
ENSG00000253980	569	0	0	0	0
ENSG00000222086	115	0	0	0	0
ENSG00000253653	911	0	0	0	0
ENSG00000055163	10582	338	895	10	2
ENSG00000172568	2285	3	2	0	0
ENSG00000251405	2653	0	3	0	2
ENSG00000248544	2078	2	2	1	0
ENSG00000135074	7704	311	233	400	97
ENSG00000253155	435	2	0	1	0
ENSG00000172548	4208	0	0	0	0
ENSG00000253519	1845	0	0	0	0
ENSG00000252068	103	0	0	0	0
ENSG00000254336	306	9	11	9	6
ENSG00000039600	3471	14	12	4	0
ENSG00000187658	686	0	0	0	0
ENSG00000253798	428	0	0	1	0
ENSG00000113272	3220	391	407	394	108
ENSG00000155858	6584	166	142	279	56
ENSG00000253630	204	0	0	0	0
ENSG00000113282	6368	4785	6660	3915	684
ENSG00000206819	107	0	0	0	0
ENSG00000244331	306	0	0	2	3
ENSG00000222626	191	0	0	0	0
ENSG00000253743	1670	0	0	0	0
ENSG00000213414	1561	1	2	2	1
ENSG00000253422	666	0	0	0	0
ENSG00000253792	314	0	0	0	0
ENSG00000253673	681	0	0	0	0
ENSG00000254047	935	0	0	0	0
ENSG00000253449	771	0	0	0	0
ENSG00000253424	548	0	0	0	0
ENSG00000253134	346	0	0	0	0
ENSG00000276778	3748	0	0	0	0
ENSG00000254350	706	0	0	0	0
ENSG00000272085	214	0	0	0	0
ENSG00000254135	976	0	0	0	0
ENSG00000281605	95	0	0	0	0
ENSG00000164330	6178	0	0	0	0
ENSG00000253811	563	0	0	0	0
ENSG00000253456	542	0	0	0	0
ENSG00000245812	3214	0	0	0	0
ENSG00000279204	2238	0	0	0	0
ENSG00000145860	4614	1890	6954	731	258
ENSG00000253256	638	1	3	2	0
ENSG00000253315	573	0	5	0	0
ENSG00000252458	129	0	0	0	0
ENSG00000280648	85	0	0	0	0
ENSG00000164332	2676	2530	3958	1863	536
ENSG00000249738	3745	33	24	7	2
ENSG00000113302	2761	0	0	0	0
ENSG00000221601	126	0	0	0	0
ENSG00000253298	2012	2	6	0	0
ENSG00000266432	73	0	0	0	0
ENSG00000254199	559	0	0	0	0
ENSG00000253311	5607	0	6	0	0
ENSG00000170214	1738	77	258	19	6
ENSG00000248626	1006	371	157	145	70
ENSG00000199398	102	0	0	0	0
ENSG00000113312	1938	2623	4041	2361	903
ENSG00000223908	306	5	1	4	0
ENSG00000170234	6510	681	883	751	154
ENSG00000280834	97	0	0	0	0
ENSG00000170231	1164	53	78	59	29
ENSG00000247699	2890	0	0	0	0
ENSG00000253772	701	3	1	0	0
ENSG00000135083	4736	1012	1273	681	237
ENSG00000254373	333	108	126	129	51
ENSG00000270612	277	2	0	3	2
ENSG00000145861	2414	62	44	9	0
ENSG00000221886	2925	365	673	166	55
ENSG00000164609	5082	2081	3640	1626	518
ENSG00000164611	2013	8236	8627	7048	2629
ENSG00000253522	2301	5	0	249	96
ENSG00000265237	82	0	0	2	0
ENSG00000277727	99	0	0	0	0
ENSG00000118322	11310	2	0	0	0
ENSG00000253687	731	0	0	0	0
ENSG00000239192	95	0	0	0	0
ENSG00000254391	458	0	0	0	0
ENSG00000253417	2323	0	0	0	0
ENSG00000221002	98	0	0	0	0
ENSG00000145864	10002	0	1	0	0
ENSG00000145863	3738	0	0	0	0
ENSG00000253403	449	0	0	0	0
ENSG00000118990	321	1	0	0	0
ENSG00000022355	5676	0	1	0	0
ENSG00000280776	907	0	1	0	0
ENSG00000113327	4447	1	1	0	0
ENSG00000254173	600	0	0	0	0
ENSG00000201474	103	0	0	0	0
ENSG00000254186	736	0	0	0	0
ENSG00000254351	481	0	4	0	0
ENSG00000250061	1229	0	0	0	0
ENSG00000249449	309	0	0	0	0
ENSG00000250114	207	0	0	0	0
ENSG00000113328	3096	2066	4505	2052	670
ENSG00000170584	8847	2875	3688	1911	730
ENSG00000072571	3936	870	748	439	108
ENSG00000251018	957	0	0	0	0
ENSG00000038274	5153	4994	6959	3213	743
ENSG00000224012	305	0	0	0	0
ENSG00000251998	101	0	0	0	0
ENSG00000273569	1320	0	0	0	0
ENSG00000271679	322	0	0	0	0
ENSG00000253331	674	0	2	0	0
ENSG00000253538	389	0	0	0	0
ENSG00000241956	6294	0	3	0	0
ENSG00000253236	520	0	0	0	0
ENSG00000253600	451	0	0	0	0
ENSG00000206845	107	0	0	0	0
ENSG00000254066	1947	0	0	0	0
ENSG00000253693	734	0	0	0	0
ENSG00000252794	239	0	0	0	0
ENSG00000281695	136	0	0	0	0
ENSG00000253512	330	7	0	4	5
ENSG00000253946	483	0	0	0	0
ENSG00000254252	745	2	2	6	4
ENSG00000254171	533	0	0	0	0
ENSG00000277612	86	0	0	0	0
ENSG00000229119	295	384	487	281	124
ENSG00000254130	566	0	0	0	0
ENSG00000253713	490	0	0	0	0
ENSG00000253469	630	0	0	0	0
ENSG00000145934	11070	1	37	653	77
ENSG00000254365	523	0	0	0	0
ENSG00000254297	648	0	0	0	0
ENSG00000253527	527	0	0	0	0
ENSG00000254187	1124	0	0	2	0
ENSG00000253357	474	0	0	0	0
ENSG00000221741	121	0	0	0	0
ENSG00000281515	137	0	0	2	0
ENSG00000253660	663	0	0	0	0
ENSG00000253947	489	0	0	0	0
ENSG00000253065	115	0	0	0	0
ENSG00000253925	2181	0	0	1	0
ENSG00000279739	1567	1	0	8	0
ENSG00000253978	503	0	0	0	3
ENSG00000113645	10076	226	259	1745	512
ENSG00000113643	3421	5331	9125	5416	1286
ENSG00000188573	1519	0	0	0	0
ENSG00000120137	10580	1810	2115	1615	290
ENSG00000253861	1451	0	0	0	0
ENSG00000199035	86	0	0	0	0
ENSG00000233913	645	647	569	528	249
ENSG00000254192	810	0	0	0	0
ENSG00000184347	14260	0	1	0	0
ENSG00000254042	3478	0	0	0	0
ENSG00000207739	110	0	0	0	0
ENSG00000202345	113	0	0	0	0
ENSG00000248965	365	0	0	0	0
ENSG00000279752	999	0	0	0	0
ENSG00000248222	3124	0	0	0	0
ENSG00000207619	94	0	0	0	0
ENSG00000206614	107	0	0	0	0
ENSG00000040275	4777	3134	3352	3638	683
ENSG00000134516	12890	25	28	350	99
ENSG00000253269	283	0	0	0	0
ENSG00000204767	2999	156	62	275	61
ENSG00000216020	55	0	0	1	1
ENSG00000263831	79	0	0	0	0
ENSG00000168269	2312	0	0	0	0
ENSG00000253219	1277	2	0	0	0
ENSG00000249601	2314	0	0	0	0
ENSG00000234511	3191	0	0	0	0
ENSG00000043462	7244	6	7	2	0
ENSG00000250274	2182	0	0	0	0
ENSG00000235172	985	22	125	0	0
ENSG00000182132	3126	0	3	0	0
ENSG00000145936	6079	1	14	0	0
ENSG00000253647	1215	0	0	0	0
ENSG00000253858	567	5	11	0	0
ENSG00000253591	1571	0	1	0	0
ENSG00000253348	1191	0	0	0	0
ENSG00000094755	4621	0	12	0	0
ENSG00000276554	68	0	0	0	0
ENSG00000204764	10993	491	1618	326	64
ENSG00000244501	310	0	0	0	0
ENSG00000253966	1337	4	49	5	0
ENSG00000253213	1117	0	7	0	0
ENSG00000275038	2775	6	4	0	0
ENSG00000164438	1493	0	0	0	0
ENSG00000213393	288	0	0	0	0
ENSG00000265740	296	0	0	0	0
ENSG00000254256	872	0	0	0	0
ENSG00000206909	135	0	0	0	0
ENSG00000254012	313	6	4	9	7
ENSG00000264249	105	0	0	0	0
ENSG00000181163	3828	32729	37209	24279	6741
ENSG00000156427	1986	12	13	16	3
ENSG00000264303	191	0	0	0	0
ENSG00000253110	705	0	0	0	0
ENSG00000185662	468	0	0	0	0
ENSG00000072803	5577	3988	6944	2188	356
ENSG00000072786	9083	3879	3781	3546	1026
ENSG00000214360	702	2	3	0	1
ENSG00000168246	3301	1908	1340	1018	218
ENSG00000212529	145	0	0	0	0
ENSG00000253218	1022	0	4	7	1
ENSG00000222732	114	0	0	2	0
ENSG00000174705	7977	615	857	42	15
ENSG00000254299	416	0	0	0	0
ENSG00000280318	351	0	0	0	0
ENSG00000214357	6424	117	104	14	9
ENSG00000253683	192	151	176	171	81
ENSG00000265160	99	1	0	0	0
ENSG00000253445	528	0	0	0	0
ENSG00000253295	472	0	6	0	0
ENSG00000213386	738	3	2	4	1
ENSG00000253736	352	0	4	0	0
ENSG00000120129	2019	4054	35631	4158	2626
ENSG00000206741	113	0	0	0	0
ENSG00000270243	163	0	0	0	0
ENSG00000253628	582	0	0	0	0
ENSG00000113719	14139	2409	12086	1883	820
ENSG00000204758	2780	30	62	76	23
ENSG00000254295	489	0	1	2	0
ENSG00000037241	1164	1923	2418	1796	646
ENSG00000253785	864	145	177	112	38
ENSG00000113732	1623	6553	14105	5493	1898
ENSG00000254328	182	1	1	3	0
ENSG00000212402	201	6	8	2	2
ENSG00000207210	104	0	0	0	0
ENSG00000164463	12333	555	1616	357	80
ENSG00000253439	553	5	1	0	4
ENSG00000253172	496	3	0	3	0
ENSG00000113734	2440	656	936	543	212
ENSG00000281353	283	0	5	2	2
ENSG00000254200	588	11	2	0	0
ENSG00000183072	2094	575	363	0	0
ENSG00000201277	101	0	0	0	0
ENSG00000252169	103	0	0	0	0
ENSG00000113739	6128	63	8	9	10
ENSG00000274994	82	0	0	0	0
ENSG00000199219	107	0	0	0	0
ENSG00000253968	539	1	0	1	0
ENSG00000253141	1169	1	0	6	1
ENSG00000253768	455	0	0	0	0
ENSG00000254164	457	4	0	0	0
ENSG00000253955	3014	2	0	4	1
ENSG00000145919	2018	1578	1581	1708	571
ENSG00000253959	494	0	2	0	0
ENSG00000253428	513	0	0	0	0
ENSG00000253686	2815	0	2	0	0
ENSG00000263401	100	0	0	0	0
ENSG00000254211	1839	0	2	0	0
ENSG00000113742	10272	1126	1966	628	102
ENSG00000185056	2758	2	11	0	0
ENSG00000253109	490	0	0	0	0
ENSG00000170091	3946	0	1	0	0
ENSG00000253244	289	0	0	0	0
ENSG00000253447	689	0	0	0	0
ENSG00000254011	436	0	0	0	0
ENSG00000249722	558	0	0	0	0
ENSG00000249306	3800	1	0	134	74
ENSG00000213376	1003	6	4	3	7
ENSG00000249031	288	22	9	12	4
ENSG00000250256	659	0	0	0	0
ENSG00000248929	278	1	0	4	0
ENSG00000120149	2270	1	2	228	61
ENSG00000251670	457	0	0	0	0
ENSG00000266890	54	0	0	0	0
ENSG00000251144	287	2	0	3	3
ENSG00000204754	1925	0	0	0	0
ENSG00000251122	856	0	1	6	0
ENSG00000248293	177	0	0	0	0
ENSG00000249403	342	0	0	0	0
ENSG00000248355	439	0	0	0	0
ENSG00000184845	4054	0	0	0	0
ENSG00000164466	7572	6707	6363	4383	806
ENSG00000270839	598	8	0	0	1
ENSG00000222111	275	0	0	0	0
ENSG00000113749	2565	0	0	0	0
ENSG00000200648	107	0	0	0	0
ENSG00000279496	1154	0	0	0	0
ENSG00000145920	7099	0	0	0	0
ENSG00000280068	498	0	0	2	0
ENSG00000250820	568	0	2	0	0
ENSG00000051596	3453	1909	2498	1292	370
ENSG00000266083	93	0	0	0	0
ENSG00000250801	793	0	0	0	0
ENSG00000272494	931	0	0	0	0
ENSG00000250992	684	0	0	0	0
ENSG00000248469	1516	0	0	0	0
ENSG00000182230	10769	0	0	0	0
ENSG00000251458	354	0	0	0	0
ENSG00000251623	920	0	0	0	2
ENSG00000248596	5829	117	6	300	75
ENSG00000270989	397	0	0	0	0
ENSG00000170085	5536	938	1328	702	146
ENSG00000251667	951	31	34	29	6
ENSG00000122203	3973	6350	10273	3989	1054
ENSG00000250909	504	1	0	0	1
ENSG00000251414	528	4	1	3	0
ENSG00000175414	11459	5	0	13	4
ENSG00000221464	86	0	0	0	0
ENSG00000048162	2862	2855	2866	4563	1383
ENSG00000146066	668	2165	3470	1748	759
ENSG00000175416	2039	5086	6110	3751	1614
ENSG00000280139	149	1	0	0	0
ENSG00000113194	5954	6426	7465	3633	699
ENSG00000221373	111	0	0	0	0
ENSG00000146083	5660	98	244	98	49
ENSG00000074276	5348	6	8	3	2
ENSG00000243959	294	0	0	0	0
ENSG00000207420	102	0	0	0	0
ENSG00000169258	4211	1474	269	652	236
ENSG00000074317	2006	0	0	0	0
ENSG00000266329	62	0	0	0	0
ENSG00000175766	3296	0	0	0	0
ENSG00000048140	5215	2851	4433	1544	564
ENSG00000248484	578	0	0	0	0
ENSG00000251446	553	0	0	0	0
ENSG00000248859	560	0	0	0	0
ENSG00000113763	4356	0	3	0	0
ENSG00000160883	3290	2	14	2	0
ENSG00000087206	4739	1127	1350	795	280
ENSG00000113761	4686	845	1174	792	200
ENSG00000251666	745	11	4	12	5
ENSG00000160867	4829	392	1042	133	42
ENSG00000165671	15242	2266	3213	1192	278
ENSG00000240729	476	1	5	8	4
ENSG00000270706	1009	16	0	3	1
ENSG00000169228	2065	219	189	266	142
ENSG00000213347	5154	621	437	253	136
ENSG00000169230	1875	6897	9118	6076	2295
ENSG00000169223	2357	8262	14552	5547	2504
ENSG00000239393	354	2	0	9	7
ENSG00000169220	3797	599	584	259	124
ENSG00000131183	4529	0	3	0	0
ENSG00000196570	530	3	0	0	0
ENSG00000131187	2769	595	623	154	103
ENSG00000198055	4355	4188	886	2106	805
ENSG00000246334	1701	41	13	72	8
ENSG00000131188	1772	865	1336	486	360
ENSG00000113758	5119	3465	4521	2135	837
ENSG00000279821	3026	4	1	5	1
ENSG00000196923	4407	4084	3971	2376	1216
ENSG00000248996	434	11	13	7	1
ENSG00000146094	4821	100	36	179	30
ENSG00000183258	4536	2795	2444	2044	872
ENSG00000146067	5804	529	111	483	288
ENSG00000272459	541	3	2	0	4
ENSG00000184840	2440	4280	15702	4080	1748
ENSG00000027847	4927	966	2347	976	365
ENSG00000247679	1751	12	38	27	6
ENSG00000246596	1691	39	23	37	5
ENSG00000249849	431	9	6	6	3
ENSG00000170074	8528	4	2	0	0
ENSG00000249109	1517	0	0	0	0
ENSG00000248943	684	0	0	0	0
ENSG00000170089	3852	851	1041	611	151
ENSG00000214351	894	0	0	0	0
ENSG00000249186	793	0	0	0	0
ENSG00000221204	93	0	0	0	0
ENSG00000250101	547	0	1	0	1
ENSG00000249684	1421	4	3	6	1
ENSG00000280207	454	0	1	0	0
ENSG00000249129	966	17	28	15	5
ENSG00000175325	1464	0	0	0	0
ENSG00000204677	4285	0	0	0	0
ENSG00000218227	591	171	147	174	66
ENSG00000145911	6080	5	9	0	1
ENSG00000145916	7701	1455	2122	626	262
ENSG00000145912	1510	4222	5838	3541	1446
ENSG00000251211	861	3	12	0	4
ENSG00000244234	1581	5	6	4	2
ENSG00000197451	2161	10373	7217	6142	1743
ENSG00000175309	8402	609	1169	506	167
ENSG00000050767	3586	0	1	0	0
ENSG00000271681	474	2	1	1	0
ENSG00000253698	666	0	0	0	0
ENSG00000242341	297	0	0	0	0
ENSG00000245688	1458	0	0	0	0
ENSG00000113240	7924	594	988	663	211
ENSG00000252464	271	0	7	0	0
ENSG00000169131	2947	329	653	510	104
ENSG00000250420	3380	1	0	2	0
ENSG00000274813	190	0	0	0	0
ENSG00000253725	1038	0	0	0	0
ENSG00000278441	208	0	0	0	0
ENSG00000178338	3750	69	77	156	34
ENSG00000206624	165	0	0	0	0
ENSG00000198939	2641	0	15	15	1
ENSG00000213328	900	0	0	0	0
ENSG00000253869	653	6	2	6	3
ENSG00000272431	547	0	0	0	0
ENSG00000178187	2662	0	0	0	0
ENSG00000254035	674	0	0	0	0
ENSG00000113262	6695	0	0	0	0
ENSG00000254158	847	4	5	1	0
ENSG00000234284	3883	0	1	65	15
ENSG00000177932	5411	175	147	278	60
ENSG00000253144	515	0	0	0	0
ENSG00000087116	7687	0	1	0	2
ENSG00000253979	360	0	0	0	0
ENSG00000253163	624	0	0	0	0
ENSG00000253617	174	0	0	0	0
ENSG00000250674	561	0	0	0	0
ENSG00000274716	82	0	0	0	0
ENSG00000253652	535	0	0	0	0
ENSG00000251545	1142	0	0	0	0
ENSG00000253520	290	0	0	0	0
ENSG00000176783	5911	2652	2961	1597	437
ENSG00000249140	586	2	0	2	0
ENSG00000244945	1966	7	9	5	1
ENSG00000169045	9480	9675	6161	7065	1855
ENSG00000273549	260	0	4	0	0
ENSG00000204661	3284	0	0	0	0
ENSG00000228259	951	0	0	0	0
ENSG00000250999	821	17	54	22	4
ENSG00000204659	785	0	0	0	0
ENSG00000127022	6235	57703	80785	39916	6365
ENSG00000225051	825	0	2	1	1
ENSG00000161021	10690	1649	810	878	168
ENSG00000213316	1192	0	2	0	0
ENSG00000161013	5495	3805	1954	3214	1209
ENSG00000221394	69	0	0	0	0
ENSG00000161011	7654	11309	11508	8155	2354
ENSG00000161010	8496	302	235	275	87
ENSG00000222448	321	0	2	2	0
ENSG00000252202	96	0	0	1	0
ENSG00000245317	1454	27	46	10	6
ENSG00000197226	11473	4622	9347	4954	1386
ENSG00000113269	12822	826	1521	1499	562
ENSG00000242979	392	0	0	0	1
ENSG00000281431	243	0	0	0	0
ENSG00000249876	676	0	0	0	1
ENSG00000249412	569	1	0	0	0
ENSG00000198995	111	0	0	0	0
ENSG00000278965	3335	0	0	0	0
ENSG00000253480	1015	0	0	0	0
ENSG00000146090	2961	7	3	8	1
ENSG00000229721	623	2	10	1	0
ENSG00000050748	8955	3612	2932	2170	458
ENSG00000253908	687	4	0	2	0
ENSG00000248367	393	28	48	24	3
ENSG00000131459	4780	7769	9889	6510	1483
ENSG00000250509	806	0	0	8	3
ENSG00000200555	104	0	0	0	0
ENSG00000113300	6586	2373	2060	1595	210
ENSG00000250749	459	0	0	0	0
ENSG00000263759	86	4	0	2	0
ENSG00000161055	846	0	0	0	0
ENSG00000037280	8852	0	0	0	0
ENSG00000251352	707	0	0	0	0
ENSG00000248717	1039	0	0	0	0
ENSG00000236791	932	0	0	0	0
ENSG00000199892	152	0	0	0	0
ENSG00000174339	1058	0	0	0	0
ENSG00000131446	11576	4915	8785	4489	1444
ENSG00000280161	984	53	23	10	3
ENSG00000278970	1652	366	779	185	74
ENSG00000245060	2453	427	881	149	89
ENSG00000196670	4197	506	961	287	56
ENSG00000113303	3924	0	0	0	0
